File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF053VFZ	bam	alignments	ENCSR205SKQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					YBX1-human	ENCAB493UWX	DNA					2016-08-24	ENCODE					1			100				ENCFF379KSR, ENCFF441WIT, ENCFF643CGH	4337112041	ENCODE Processing Pipeline	b7c07f813eb938cf9efd6cdec8fbbe15	https://www.encodeproject.org/files/ENCFF053VFZ/@@download/ENCFF053VFZ.bam	GRCh38			released	antibody characterized with exemption, borderline replicate concordance			
ENCFF629WCK	bam	alignments	ENCSR205SKQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					YBX1-human	ENCAB493UWX	DNA					2016-08-24	ENCODE					2			100				ENCFF025TUY, ENCFF643CGH, ENCFF708BOT	4657991981	ENCODE Processing Pipeline	5f5381c2b38e3e71832de0b71b74562e	https://www.encodeproject.org/files/ENCFF629WCK/@@download/ENCFF629WCK.bam	GRCh38			released	antibody characterized with exemption, borderline replicate concordance			
ENCFF000ASE	bam	alignments	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE		see document			2	1							1728763008	Bradley Bernstein, Broad	feff6d4ef1504ac76f754c515ba44bc1	https://www.encodeproject.org/files/ENCFF000ASE/@@download/ENCFF000ASE.bam	hg19			released		out of date analysis		
ENCFF000ATQ	bam	alignments	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE		see document			2	1							270465998	Bradley Bernstein, Broad	497bc9175fbb4583120295410ded75b2	https://www.encodeproject.org/files/ENCFF000ATQ/@@download/ENCFF000ATQ.bam	hg19			released		out of date analysis		
ENCFF000ATS	bam	alignments	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE		see document			1	1							1314387074	Bradley Bernstein, Broad	1abf5ea115118f57b4411f5945cea42a	https://www.encodeproject.org/files/ENCFF000ATS/@@download/ENCFF000ATS.bam	hg19			released		out of date analysis		
ENCFF433IIU	bam	unfiltered alignments	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE					1			36				ENCFF000AUB, ENCFF643CGH	2347183866	ENCODE Processing Pipeline	f263c5f691cdbfa7ae1c571a142ffcd9	https://www.encodeproject.org/files/ENCFF433IIU/@@download/ENCFF433IIU.bam	GRCh38			released		out of date analysis		
ENCFF708JUN	bam	unfiltered alignments	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE					2			36				ENCFF000ASR, ENCFF643CGH	4562099548	ENCODE Processing Pipeline	d4ac1a6ee56571d2b2322865e7d8a1a9	https://www.encodeproject.org/files/ENCFF708JUN/@@download/ENCFF708JUN.bam	GRCh38			released		out of date analysis		
ENCFF019VEK	bam	alignments	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE					1			36				ENCFF000AUB, ENCFF643CGH	769580369	ENCODE Processing Pipeline	2a810c2f2e718018e2ca81f96d45b34a	https://www.encodeproject.org/files/ENCFF019VEK/@@download/ENCFF019VEK.bam	GRCh38			released		out of date analysis	control insufficient read depth	
ENCFF278QPY	bam	alignments	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K4me3-human	ENCAB000BLJ	DNA		see document	see document		2011-02-10	ENCODE					2			36				ENCFF000ASR, ENCFF643CGH	2269242278	ENCODE Processing Pipeline	fc228a093d792fb0b96899d992c5749f	https://www.encodeproject.org/files/ENCFF278QPY/@@download/ENCFF278QPY.bam	GRCh38			released		out of date analysis	control insufficient read depth	
ENCFF000ATY	bam	alignments	ENCSR000AKH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K9ac-human	ENCAB000ANK	DNA		see document	see document		2011-02-10	ENCODE		see document			1	1							483340301	Bradley Bernstein, Broad	46ab19e4f70695b8f78e8f3163273322	https://www.encodeproject.org/files/ENCFF000ATY/@@download/ENCFF000ATY.bam	hg19			released	mixed read lengths			
ENCFF000AUA	bam	alignments	ENCSR000AKH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K9ac-human	ENCAB000ANK	DNA		see document	see document		2011-02-10	ENCODE		see document			2	1							335658876	Bradley Bernstein, Broad	df33e1749467906316bb2a168d96c281	https://www.encodeproject.org/files/ENCFF000AUA/@@download/ENCFF000AUA.bam	hg19			released	mixed read lengths			
ENCFF000OBV	bam	alignments	ENCSR000BMY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					RAD21-human	ENCAB000AKG	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							491135724	Richard Myers, HAIB	cb4fed94e02be4ca34824de0f51baa42	https://www.encodeproject.org/files/ENCFF000OBV/@@download/ENCFF000OBV.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OCB	bam	alignments	ENCSR000BMY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					RAD21-human	ENCAB000AKG	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							882962705	Richard Myers, HAIB	ef6427f2b417c38f4d6f1013206e758e	https://www.encodeproject.org/files/ENCFF000OCB/@@download/ENCFF000OCB.bam	hg19			released		biological replicates with identical biosample		
ENCFF000NTW	bam	alignments	ENCSR000BUF	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					CREB1-human	ENCAB000AFN	DNA		see document	see document		2012-09-10	ENCODE		see document			1	1							989932051	Richard Myers, HAIB	5b94f937bdcad78638c91cfb72dda6f0	https://www.encodeproject.org/files/ENCFF000NTW/@@download/ENCFF000NTW.bam	hg19			released	inconsistent platforms	biological replicates with identical biosample		
ENCFF000NTZ	bam	alignments	ENCSR000BUF	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					CREB1-human	ENCAB000AFN	DNA		see document	see document		2012-09-10	ENCODE		see document			2	1							1581843009	Richard Myers, HAIB	5bb63ee013eaaee5e1aaecc483f1f629	https://www.encodeproject.org/files/ENCFF000NTZ/@@download/ENCFF000NTZ.bam	hg19			released	inconsistent platforms	biological replicates with identical biosample		
ENCFF000EZU	bam	alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE		see document	>200		4	1							29148429669	Thomas Gingeras, CSHL	bf93db27957f49c9f3b56526b82b7cf4	https://www.encodeproject.org/files/ENCFF000EZU/@@download/ENCFF000EZU.bam	hg19			archived				
ENCFF000EZV	bam	alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE		see document	>200		3	1							34275995421	Thomas Gingeras, CSHL	7f65b29761b2ff70b68e2dc64f5ab397	https://www.encodeproject.org/files/ENCFF000EZV/@@download/ENCFF000EZV.bam	hg19			archived				
ENCFF666URY	bam	alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE		see document	>200		3	1						ENCFF000FAG, ENCFF000FAH, ENCFF742NER	46992751429	ENCODE Processing Pipeline	093e2785bf9e9a931c65d740a21d3d2c	https://www.encodeproject.org/files/ENCFF666URY/@@download/ENCFF666URY.bam	GRCh38			released				
ENCFF444SWQ	bam	transcriptome alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE		see document	>200		3	1						ENCFF000FAG, ENCFF000FAH, ENCFF742NER	8473311272	ENCODE Processing Pipeline	9cc4cd7b1006096049a71561078cee47	https://www.encodeproject.org/files/ENCFF444SWQ/@@download/ENCFF444SWQ.bam	GRCh38			released				
ENCFF241TBK	bam	alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE		see document	>200		4	1						ENCFF000EZZ, ENCFF000FAK, ENCFF742NER	39670503544	ENCODE Processing Pipeline	126eda602798a2a6ec60d0e7b12aa4c2	https://www.encodeproject.org/files/ENCFF241TBK/@@download/ENCFF241TBK.bam	GRCh38			released				
ENCFF945FWU	bam	transcriptome alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE		see document	>200		4	1						ENCFF000EZZ, ENCFF000FAK, ENCFF742NER	7497650507	ENCODE Processing Pipeline	c3a18e73ac5671d48378b16a34f25af0	https://www.encodeproject.org/files/ENCFF945FWU/@@download/ENCFF945FWU.bam	GRCh38			released				
ENCFF789DXK	bam	alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE					3							ENCFF000FAG, ENCFF000FAH, ENCFF839KAI	42833835295	ENCODE Processing Pipeline	70ceee54ded6586e565c278f51c7c88e	https://www.encodeproject.org/files/ENCFF789DXK/@@download/ENCFF789DXK.bam	hg19			released				
ENCFF885AON	bam	alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE					4							ENCFF000EZZ, ENCFF000FAK, ENCFF839KAI	36630258452	ENCODE Processing Pipeline	746d6afc8ee84b82031c61f3ab507f1f	https://www.encodeproject.org/files/ENCFF885AON/@@download/ENCFF885AON.bam	hg19			released				
ENCFF498SKI	bam	transcriptome alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE					3							ENCFF000FAG, ENCFF000FAH, ENCFF839KAI	9074942206	ENCODE Processing Pipeline	0c09501474c72242b56289faf4508889	https://www.encodeproject.org/files/ENCFF498SKI/@@download/ENCFF498SKI.bam	hg19			released				
ENCFF252CNJ	bam	transcriptome alignments	ENCSR000CVT	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2013-03-29	ENCODE					4							ENCFF000EZZ, ENCFF000FAK, ENCFF839KAI	7929138145	ENCODE Processing Pipeline	c9de0c83cd3283185680ea365edca941	https://www.encodeproject.org/files/ENCFF252CNJ/@@download/ENCFF252CNJ.bam	hg19			released				
ENCFF784FIO	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					NBN-human	ENCAB543ANT	DNA					2016-08-24	ENCODE					2							ENCFF724KPM, ENCFF807MUK, ENCFF863GNT	4350279725	ENCODE Processing Pipeline	1cd169e25c4bb9eadc235cc5315e89b8	https://www.encodeproject.org/files/ENCFF784FIO/@@download/ENCFF784FIO.bam	hg19			released		mismatched file status		
ENCFF282JRK	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					NBN-human	ENCAB543ANT	DNA					2016-08-24	ENCODE					1							ENCFF485UKV, ENCFF807MUK, ENCFF881QTR	5495085832	ENCODE Processing Pipeline	872d6a355a1d5f314dd2d91ce7780448	https://www.encodeproject.org/files/ENCFF282JRK/@@download/ENCFF282JRK.bam	hg19			released		mismatched file status		
ENCFF384CXB	bam	unfiltered alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					NBN-human	ENCAB543ANT	DNA					2016-08-24	ENCODE					2			100				ENCFF643CGH, ENCFF724KPM, ENCFF863GNT	5601295288	ENCODE Processing Pipeline	5cd74e01e8d76f936d1609cf6c48dfb2	https://www.encodeproject.org/files/ENCFF384CXB/@@download/ENCFF384CXB.bam	GRCh38			released		mismatched file status		
ENCFF382USC	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					NBN-human	ENCAB543ANT	DNA					2016-08-24	ENCODE					2			100				ENCFF643CGH, ENCFF724KPM, ENCFF863GNT	4357820758	ENCODE Processing Pipeline	378d6ff843d692113680cdbeeb59bce5	https://www.encodeproject.org/files/ENCFF382USC/@@download/ENCFF382USC.bam	GRCh38			released		mismatched file status		
ENCFF722EAP	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					NBN-human	ENCAB543ANT	DNA					2016-08-24	ENCODE					1			100				ENCFF485UKV, ENCFF643CGH, ENCFF881QTR	5503884084	ENCODE Processing Pipeline	fc0ff15a094b95d221c1df6a8d4d917b	https://www.encodeproject.org/files/ENCFF722EAP/@@download/ENCFF722EAP.bam	GRCh38			released		mismatched file status		
ENCFF249XQG	bam	alignments	ENCSR819ATC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MYB-human	ENCAB000AES	DNA					2014-07-07	ENCODE					1							ENCFF002ECX, ENCFF807MUK	690113223	ENCODE Processing Pipeline	734f6a6b68d7dccb99e676330b7bbb2a	https://www.encodeproject.org/files/ENCFF249XQG/@@download/ENCFF249XQG.bam	hg19			released	low read length, borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF821WKC	bam	alignments	ENCSR819ATC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MYB-human	ENCAB000AES	DNA					2014-07-07	ENCODE					3							ENCFF002EBS, ENCFF807MUK	518307101	ENCODE Processing Pipeline	63e1ac78539676d08c877be7c0d26810	https://www.encodeproject.org/files/ENCFF821WKC/@@download/ENCFF821WKC.bam	hg19			released	low read length, borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF295HEG	bam	unfiltered alignments	ENCSR819ATC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MYB-human	ENCAB000AES	DNA					2014-07-07	ENCODE					3			36				ENCFF002EBS, ENCFF643CGH	869862823	ENCODE Processing Pipeline	7f9d770a8362b83b1d51f3d294417932	https://www.encodeproject.org/files/ENCFF295HEG/@@download/ENCFF295HEG.bam	GRCh38			released	low read length, borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF136YJS	bam	unfiltered alignments	ENCSR819ATC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MYB-human	ENCAB000AES	DNA					2014-07-07	ENCODE					1			36				ENCFF002ECX, ENCFF643CGH	994517683	ENCODE Processing Pipeline	11b54086c0a7add4cfdcc83b72f8dfec	https://www.encodeproject.org/files/ENCFF136YJS/@@download/ENCFF136YJS.bam	GRCh38			released	low read length, borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF809AHN	bam	alignments	ENCSR819ATC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MYB-human	ENCAB000AES	DNA					2014-07-07	ENCODE					3			36				ENCFF002EBS, ENCFF643CGH	519166515	ENCODE Processing Pipeline	98440f69f5a45ac56b440a74dbe66bd2	https://www.encodeproject.org/files/ENCFF809AHN/@@download/ENCFF809AHN.bam	GRCh38			released	low read length, borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF110LOM	bam	alignments	ENCSR819ATC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MYB-human	ENCAB000AES	DNA					2014-07-07	ENCODE					1			36				ENCFF002ECX, ENCFF643CGH	690533915	ENCODE Processing Pipeline	e9927a8b1f828d7af4e50a9ae986a629	https://www.encodeproject.org/files/ENCFF110LOM/@@download/ENCFF110LOM.bam	GRCh38			released	low read length, borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF722RLB	bam	alignments	ENCSR637QAM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TRIM22-human	ENCAB000BNM	DNA					2014-07-07	ENCODE					1							ENCFF002DOL, ENCFF002EHS, ENCFF807MUK	6908267504	ENCODE Processing Pipeline	bea52de030784d17eb49c7a16af64327	https://www.encodeproject.org/files/ENCFF722RLB/@@download/ENCFF722RLB.bam	hg19			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF457KTM	bam	alignments	ENCSR637QAM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TRIM22-human	ENCAB000BNM	DNA					2014-07-07	ENCODE					2							ENCFF002DON, ENCFF002EHQ, ENCFF807MUK	5397525423	ENCODE Processing Pipeline	6b149a520e587de422171c4134eef915	https://www.encodeproject.org/files/ENCFF457KTM/@@download/ENCFF457KTM.bam	hg19			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF369CTE	bam	unfiltered alignments	ENCSR637QAM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TRIM22-human	ENCAB000BNM	DNA					2014-07-07	ENCODE					2			100				ENCFF002DON, ENCFF002EHQ, ENCFF643CGH	7828444900	ENCODE Processing Pipeline	c016a0e2c9d223ca18665c54c3753d60	https://www.encodeproject.org/files/ENCFF369CTE/@@download/ENCFF369CTE.bam	GRCh38			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF670VGQ	bam	unfiltered alignments	ENCSR637QAM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TRIM22-human	ENCAB000BNM	DNA					2014-07-07	ENCODE					1			100				ENCFF002DOL, ENCFF002EHS, ENCFF643CGH	8871730513	ENCODE Processing Pipeline	ff56ed8189d6b34b77ae2a803911e434	https://www.encodeproject.org/files/ENCFF670VGQ/@@download/ENCFF670VGQ.bam	GRCh38			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF559OOA	bam	alignments	ENCSR637QAM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TRIM22-human	ENCAB000BNM	DNA					2014-07-07	ENCODE					2			100				ENCFF002DON, ENCFF002EHQ, ENCFF643CGH	5406770191	ENCODE Processing Pipeline	9c2b4d2eb32d314bb114135eadc5c981	https://www.encodeproject.org/files/ENCFF559OOA/@@download/ENCFF559OOA.bam	GRCh38			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF083LQR	bam	alignments	ENCSR637QAM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TRIM22-human	ENCAB000BNM	DNA					2014-07-07	ENCODE					1			100				ENCFF002DOL, ENCFF002EHS, ENCFF643CGH	6928381658	ENCODE Processing Pipeline	af759fd50b2cd2d032bfe081138ebac2	https://www.encodeproject.org/files/ENCFF083LQR/@@download/ENCFF083LQR.bam	GRCh38			released	moderate library complexity, mild to moderate bottlenecking			
ENCFF319QTJ	bam	alignments	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					2014-07-07	ENCODE					2							ENCFF002EAO, ENCFF807MUK	922732709	ENCODE Processing Pipeline	14690f3d5d16f6523798787c782a02b2	https://www.encodeproject.org/files/ENCFF319QTJ/@@download/ENCFF319QTJ.bam	hg19			released	low read length			
ENCFF370WJQ	bam	alignments	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					2014-07-07	ENCODE					1							ENCFF002EAN, ENCFF807MUK	953526907	ENCODE Processing Pipeline	019e2b6dc8da51b97b6a0ce7a6988051	https://www.encodeproject.org/files/ENCFF370WJQ/@@download/ENCFF370WJQ.bam	hg19			released	low read length			
ENCFF209LCU	bam	unfiltered alignments	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					2014-07-07	ENCODE					1			36				ENCFF002EAN, ENCFF643CGH	1378586785	ENCODE Processing Pipeline	0314cf42cd98b5d70903b80300abb059	https://www.encodeproject.org/files/ENCFF209LCU/@@download/ENCFF209LCU.bam	GRCh38			released	low read length			
ENCFF601BPA	bam	unfiltered alignments	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					2014-07-07	ENCODE					2			36				ENCFF002EAO, ENCFF643CGH	1345362083	ENCODE Processing Pipeline	230eda7dced2eae0d3961ec9eb9625e7	https://www.encodeproject.org/files/ENCFF601BPA/@@download/ENCFF601BPA.bam	GRCh38			released	low read length			
ENCFF019MMH	bam	alignments	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					2014-07-07	ENCODE					1			36				ENCFF002EAN, ENCFF643CGH	954224706	ENCODE Processing Pipeline	16b381910d9219bcf7e87fb38fbeb58d	https://www.encodeproject.org/files/ENCFF019MMH/@@download/ENCFF019MMH.bam	GRCh38			released	low read length			
ENCFF057WQP	bam	alignments	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					HCFC1-human	ENCAB000AHG	DNA					2014-07-07	ENCODE					2			36				ENCFF002EAO, ENCFF643CGH	922985472	ENCODE Processing Pipeline	04ba1f1cedde58ff0f136a73a67f6659	https://www.encodeproject.org/files/ENCFF057WQP/@@download/ENCFF057WQP.bam	GRCh38			released	low read length			
ENCFF000ASK	bam	alignments	ENCSR000AKD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K27me3-human	ENCAB000ANB	DNA		see document	see document		2011-02-10	ENCODE		see document			1	1							694904987	Bradley Bernstein, Broad	c45ee3a167fde18edf39f15d59501aa8	https://www.encodeproject.org/files/ENCFF000ASK/@@download/ENCFF000ASK.bam	hg19			released	mixed read lengths			
ENCFF000ASL	bam	alignments	ENCSR000AKD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K27me3-human	ENCAB000ANB	DNA		see document	see document		2011-02-10	ENCODE		see document			2	1							302801876	Bradley Bernstein, Broad	4275a24c8469a7a2ea0ab6c608a718cb	https://www.encodeproject.org/files/ENCFF000ASL/@@download/ENCFF000ASL.bam	hg19			released	mixed read lengths			
ENCFF000ASQ	bam	alignments	ENCSR000AKD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K27me3-human	ENCAB000ANB	DNA		see document	see document		2011-02-10	ENCODE		see document			3	1							1871164633	Bradley Bernstein, Broad	eef6496540ccee3f6c9459cf3584e02c	https://www.encodeproject.org/files/ENCFF000ASQ/@@download/ENCFF000ASQ.bam	hg19			released	mixed read lengths			
ENCFF000AUG	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K9me3-human	ENCAB000ANX	DNA		see document	see document		2011-02-10	ENCODE		see document			2	1							547072552	Bradley Bernstein, Broad	1ba455342f8f709ed05451911670b222	https://www.encodeproject.org/files/ENCFF000AUG/@@download/ENCFF000AUG.bam	hg19			released				
ENCFF000AUH	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K9me3-human	ENCAB000ANX	DNA		see document	see document		2011-02-10	ENCODE		see document			1	1							677319758	Bradley Bernstein, Broad	ea6e13fe7b539e2c5ae9c90be82187a3	https://www.encodeproject.org/files/ENCFF000AUH/@@download/ENCFF000AUH.bam	hg19			released				
ENCFF000AUJ	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					H3K9me3-human	ENCAB000ANX	DNA		see document	see document		2011-02-10	ENCODE		see document			3	1							523787994	Bradley Bernstein, Broad	c6b3f1e9cf80624d98af423a6481da73	https://www.encodeproject.org/files/ENCFF000AUJ/@@download/ENCFF000AUJ.bam	hg19			released				
ENCFF001RSP	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK	12594221004	Barbara Wold, Caltech	f59f4c1825eaf8e77d7ff3e4f542d039	https://www.encodeproject.org/files/ENCFF001RSP/@@download/ENCFF001RSP.bam	hg19			released				
ENCFF001RSM	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI	11969678030	Barbara Wold, Caltech	5055df2732fe7fcdffb61988874b55c2	https://www.encodeproject.org/files/ENCFF001RSM/@@download/ENCFF001RSM.bam	hg19			released				
ENCFF001RZC	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI	11883973790	Thomas Gingeras, CSHL	0a0d9127ae3878753405ef53a8bbe6c8	https://www.encodeproject.org/files/ENCFF001RZC/@@download/ENCFF001RZC.bam	hg19			released				
ENCFF001RZG	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK	12510451702	Thomas Gingeras, CSHL	9cfa15e3260077af56cc145818ecf07b	https://www.encodeproject.org/files/ENCFF001RZG/@@download/ENCFF001RZG.bam	hg19			released				
ENCFF001SCP	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI	12182806177	Barbara Wold, Caltech	a30052cf6f0337f3a7ae8a30387ce5e5	https://www.encodeproject.org/files/ENCFF001SCP/@@download/ENCFF001SCP.bam	hg19			released				
